S_NO,VEHICLE_NO,IMEI1,IMEI2,ICCID,MDT_NUMBER,VEHICLE_TYPE,RO,PIU,TOLL_NAME
2560,RJ29EA0023,350284942477734,350776872477733,8991102305867334320u,5754226677660,Crane,Jaipur,Jaipur,Sonwa-Sonva
2561,UP83CT4652,350284944159843,350776874159842,8991102405991100000,5754223084637,ambulance,Jabalpur,Chhatarpur,Luhari
2562,MA1RY2JNKS5H28443,350284944159900,350776874159909,8991102405991100000,5754223084639,patrol vehicle,Jabalpur,Chhatarpur,Luhari
2563,RJ11PA6703,350284942982873,350776872982872,8991102406391470000,5754228270937,ambulance,Lucknow-UP West,Jhansi,Semri
2564,UP83CT4420,350284942947439,350776872947438,8991102405991100000,5754223084638,crane,Jabalpur,Chhatarpur,Luhari
2565,MP20ZV0296,350284943634721,350776873634720,8991102405991100000,5754223084651,crane,Jabalpur,Gwalior,Raksha
2566,MP20ZT3130,350284943634523,350776873634522,8991102405991100000,5754223084634,patrol vehicle,Jabalpur,Gwalior,Raksha
2567,RJ40PA3105,350284943634598,350776873634597,8991102406391470000,5754228270926,ambulance,Jabalpur,Gwalior,Raksha
2568,T0725UP0327F,350284942928702,350776872928701,,,Ambulance,Guwahati,Guwahati,Madanpur
2569,T0725UP0325F,350284943631974,350776873631973,,,Ambulance,Guwahati,Guwahati,Madanpur
2570,MC1E4CGA6TP088621,#N/A,#N/A,,,ambulance,Jaipur,Hanumangarh,Norangdesar
2571,HR45E3651,350284942987054,350776872987053,8991102305838000000,5754217716021,patrol vehicle,Patna,Chhapra,Thawe-Brindavan
2572,RJ14PF3755,350284942758281,350776872758280,8991102305838000000,5754217716071,ambulance,Patna,Chhapra,Thawe-Brindavan
2573,HR57A0938,350284942984192,350776872984191,8991102205743550000,5754213503868,patrol vehicle,Patna,Chhapra,Chainwa-Chapraitha
2574,BR28CA4275,350284942986221,350776872986220,8991102205726370000,5754213321988,crane,Patna,Chhapra,Chainwa-Chapraitha
2575,RJ14PF9894,350284942948866,350776872948865,8991102205743550000,5754213503771,ambulance,Patna,Chhapra,Chainwa-Chapraitha
2576,CG04NM2094,350284942866092,350776872866091,8991102406391560000,5754228279629,ambulance,Guwahati,Haflong,Balachera
2577,TN22DR6653,350284942947652,350776872947651,8991102406391670000,5754228290596,crane,Chennai,Krishnagiri,Nagampatti
2578,TN31CJ9744,350284942944451,350776872944450,8991102406391540000,5754228278343,crane,Chennai,Villupuram,Kariyamangalam TP
2579,TN32BJ4316,350284942947496,350776872947495,8991102406391540000,5754228278326,ambulance,Chennai,Villupuram,Kariyamangalam TP
2580,TN32BE7764,350284942995057,350776872995056,8991102406391540000,5754228278217,patrol vehicle,Chennai,Krishnagiri,Nagampatti
2581,TN22DR6711,350284942926805,350776872926804,8991102406391670000,5754228290602,crane,Chennai,Villupuram,Nangilikondan
2582,TN32BJ4993,350284943636742,350776873636741,8991102406391670000,5754228290567,ambulance,Chennai,Villupuram,Nangilikondan
2583,TN32BE7774,350284944241757,350776874241756,8991102406391670000,5754228290561,patrol vehicle,Chennai,Villupuram,Nangilikondan
2584,TN32BJ4942,350284944242292,350776874242291,8991102406391670000,5754228290595,ambulance,Chennai,Krishnagiri,Nagampatti
2585,TN12AB2142,350284944242243,350776874242242,8991102406391540000,5754228278213,patrol vehicle,Chennai,Pudhucherry,Morattandi
2586,TN32BD8273,350284942926508,350776872926507,8991102406391670000,5754228290598,ambulance,Chennai,Pudhucherry,Gangarampaliayam Toll Plaza
2587,TN32BH0905,350284942926615,350776872926614,8991102406391670000,5754228290532,crane,Chennai,Pudhucherry,Gangarampaliayam Toll Plaza
2588,RJ11GE8787,350284942926847,350776872926846,8991102405991100000,5754223084636,patrol vehicle,Jabalpur,Gwalior,Jajau-Old Baretha
2589,TN32BH0931,350284942988433,350776872988432,8991102406391540000,5754228278327,crane,Chennai,Pudhucherry,Gangarampaliayam Toll Plaza
2590,AP39UV4842,350284942982246,350776872982245,8991102406391540000,5754228278299,ambulance,Chennai,Pudhucherry,Morattandi
2591,TN31CJ4618,350284942988300,350776872988309,8991102406391540000,5754228278216,patrol vehicle,Chennai,Pudhucherry,Gangarampaliayam Toll Plaza
2592,TN18AT7564,350284942910650,350776872910659,8991102406391670000,5754228290530,crane,Chennai,Pudhucherry,Morattandi
2593,RJ11GD1571,350284942985298,350776872985297,8991102405991100000,5754223084630,patrol vehicle,Jabalpur,Gwalior,Choundha
2594,UP80FT8598,350284942910353,350776872910352,8991102405991100000,5754223084633,crane,Jabalpur,Gwalior,Jajau-Old Baretha
2595,T0725UP5111E,350284942910312,350776872910311,8991102406391710000,5754228294718,Ambulance,Hyderabad,Khammam-1,Kothagudem
2596,786SCE14N2E4M2377,350284942756566,350776872756565,8991102405991100000,5754223084654,crane,Jabalpur,Gwalior,Choundha
2597,KA06AB1784,350284942427754,350776872427753,8991102406391710000,5754228294946,ambulance,Bangalore,Tumkur,Rajatadripura Toll Plaza
2598,KA06AB8845,350284942963881,350776872963880,8991102406391630000,5754228286940,ambulance,Bangalore,Tumkur,Chokkanahalli
2599,KA52B1798,350284944295258,350776874295257,8991102406391630000,5754228286923,ambulance,Bangalore,Tumkur,Kulmepalya
2600,KA52B8127,350284942934452,350776872934451,8991102406391630000,5754228286929,patrol vehicle,Bangalore,Tumkur,Kulmepalya
2601,AS01TC0280,350284942932662,350776872932661,8991102406391540000,5754228278292,patrol vehicle,Guwahati,Guwahati,Nazira Khat
2602,HPCHYD20NRM000309,350284942927605,350776872927604,8991102406391670000,5754228290457,crane,Nagpur,Aurangabad,Bhokarwadi Malewadi
2603,RJ11PA7265,350284942934130,350776872934139,,,ambulance,Bhubaneswar,Berhampore,Karapadu-Old Bellupada
2604,MC1E4GGA2TP002809,350284942982782,350776872982781,,,Ambulance,Delhi,Meerut,Mujhera
2605,RJ05CA7583,350284942988458,350776872988457,8991102405991110000,5754223084705,patrol vehicle,Jaipur,Dausa,Korai
2606,RJ14PF2208,350284942933389,350776872933388,8991102406351370000,5754226677630,ambulance,Jaipur,Dausa,Rajora Khurd
2607,KA66M6082,350284942934049,350776872934048,8991102406391710000,5754228294943,crane,Bangalore,Tumkur,Rajatadripura Toll Plaza
2608,KA06AB9553,350284942933660,350776872933669,8991102406391710000,5754228294947,patrol vehicle,Bangalore,Tumkur,Chokkanahalli
2609,RJ11EA0492,350284942975182,350776872975181,8991102405991110000,5754223084700,Crane,Jaipur,Dausa,Rajora Khurd
2610,RJ11GD1526,350284944240569,350776874240568,8991102406351370000,5754226677631,patrol vehicle,Jaipur,Dausa,Rajora Khurd
2611,UP82T3871,350284944242250,350776874242259,8991102405991110000,5754223084704,crane,Jaipur,Dausa,Korai
2612,KA06MA9431,350284944241112,350776874241111,8991102406391630000,5754228286917,crane,Bangalore,Tumkur,Chokkanahalli
2613,KA52N8025,350284942933686,350776872933685,8991102406391630000,5754228286943,crane,Bangalore,Tumkur,Kulmepalya
2614,KA44A1154,350284942757952,350776872757951,8991102406391710000,5754228294910,patrol vehicle,Bangalore,Tumkur,Rajatadripura Toll Plaza
2615,MH05FP2511,350284942811213,350776872811212,8991102406391670000,5754228290545,crane,Nagpur,Nagpur-I,Padalshingi
2616,HR55AN7882,350284942983137,350776872983136,8991102406391470000,5754228270494,ambulance,Chandigarh,Sonipat,Bamla
2617,UP80DT7644,350284942982964,350776872982963,8991102405991110000,5754223084701,ambulance,Jaipur,Dausa,Korai
2618,HR12AR8859,350284942982998,350776872982997,8991102406391470000,5754228270495,crane,Chandigarh,Sonipat,Bamla
2619,ACEFX230LS0486373,350284942871969,350776872871968,8991102405991110000,5754223084695,Crane,Bangalore,Tumkur,Lingalapura Toll Plaza
2620,HR39G5731,350284942982907,350776872982906,8991102406391630000,5754228286758,patrol vehicle,Hyderabad,Gajwel,Taddanpally
2621,KA44A2812,350284942982865,350776872982864,'8991102405991109984,5754223084682,ambulance,Bangalore,Tumkur,Lingalapura Toll Plaza
2622,TS35TA1132,350284942981933,350776872981932,8991102406391630000,5754228286752,ambulance,Hyderabad,Khammam-2,Kollapalle
2623,MH48DD9031,350284942983004,350776872983003,8991102406391630000,5754228286759,crane,Hyderabad,Khammam-2,Kollapalle
2624,RJ11PA7114,350284942988441,350776872988440,8991102406391560000,5754228280230,ambulance,Delhi,Baghpat,Jiwana
2625,KA44A1806,350284942934239,350776872934238,8991102405991100000,5754223084669,ambulance,Bangalore,Tumkur,Lingalapura Toll Plaza
2626,KA44A2815,350284942988292,350776872988291,8991102405991100000,5754223084681,patrol vehicle,Bangalore,Tumkur,Lingalapura Toll Plaza
2627,ACEFX230VS0486372,350284942933405,350776872933404,8991102406391710000,5754228294942,crane,Bangalore,Tumkur,Lingalapura Toll Plaza
2628,RJ11PA7116,350284942982048,350776872982047,8991102406391568985U,5754228280299,ambulance,Delhi,Baghpat,Jiwana
2629,RJ11EA0183,350284942933264,350776872933263,8991102406341560000,5754224811047,crane,Jaipur,Dausa,Chila Chond
2630,MAT464838SSD02471,350284942932753,350776872932752,8991102405991110000,5754223084686,patrol vehicle,Bangalore,Tumkur,Lingalapura Toll Plaza
2631,MAT464838SSD02484,350284942957271,350776872957270,8991102405991110000,5754223084691,patrol vehicle,Bangalore,Tumkur,Lingalapura Toll Plaza
2632,KA44A2813,350284942932936,350776872932935,8991102405991100000,5754223084674,ambulance,Bangalore,Tumkur,Lingalapura Toll Plaza
2633,KA44A2814,350284942995065,350776872995064,8991102405991100000,5754223084666,patrol vehicle,Bangalore,Tumkur,Rajatadripura Toll Plaza
2634,RJ14PF8821,350284942932233,350776872932232,8991102406341550000,5754224811042,ambulance,Jaipur,Dausa,Konder
2635,HR840079,350284942932167,350776872932166,8991102406391470000,5754228270936,patrol vehicle,Chandigarh,Bhiwani,Morwala
2636,MA1RU2TTKP3K94951,350284942933116,350776872933115,8991102406391470000,5754228270942,patrol vehicle,Chandigarh,Bhiwani,Morwala
2637,HR19L6846,350284942907672,350776872907671,8991102406391470000,5754228270483,crane,Chandigarh,Bhiwani,Morwala
2638,HR16T1816,350284942932068,350776872932067,8991102406391470000,5754228270459,patrol vehicle,Chandigarh,Bhiwani,Bass
2639,RJ11PA4858,350284942932126,350776872932125,8991102406391470000,5754228270466,ambulance,Chandigarh,Bhiwani,Bass
2640,HR19R4527,350284942933876,350776872933875,8991102406391470000,5754228270457,Crane,Chandigarh,Bhiwani,Bisalwas
2641,KA44A1882,350284942933801,350776872933800,8991102406391710000,5754228294925,patrol vehicle,Bangalore,Tumkur,Rajatadripura Toll Plaza
2642,ACEFX230VS0486371,350284942935699,350776872935698,8991102406391710000,5754228294921,crane,Bangalore,Tumkur,Lingalapura Toll Plaza
2643,TS35TA1131,350284942909850,350776872909859,8991102406391630000,5754228286751,ambulance,Hyderabad,Gajwel,Taddanpally
2644,TS35F6931,350284942906716,350776872906715,8991102406391630000,5754228286761,crane,Hyderabad,Gajwel,Taddanpally
2645,RJ23GD3164,350284942933280,350776872933289,8991102406341560000,5754224811046,patrol vehicle,Jaipur,Dausa,Chila Chond
2646,KA66M6842,350284942992385,350776872992384,8991102405991110000,5754223084690,crane,Bangalore,Tumkur,Lingalapura Toll Plaza
2647,RJ14PF8819,350284942932266,350776872932265,8991102406341560000,5754224811044,ambulance,Jaipur,Dausa,Chila Chond
2648,RJ31GB3095,350284942907094,350776872907093,8991102406341560000,5754224811043,patrol vehicle,Jaipur,Dausa,Konder
2649,RJ11EA0491,350284942906708,350776872906707,8991102406341560000,5754224811045,crane,Jaipur,Dausa,Konder
2650,HR39C5200,350284942987757,350776872987756,8991102406391470000,5754228270455,Ambulance,Chandigarh,Bhiwani,Morwala
2651,HR45C4288,350284942986460,350776872986469,8991102406391470000,5754228270456,Ambulance,Chandigarh,Bhiwani,Bisalwas
2652,HR67B5998,350284942932423,350776872932422,8991102406391470000,5754228270481,patrol vehicle,Chandigarh,Sonipat,Bamla
2653,RJ19PB9569,350284942932050,350776872932059,8991102406341540000,5754224809076,ambulance,Gandhinagar,Palanpur,Bhiladi
2654,GJ23BC0696,350284942932274,350776872932273,8991102406340380000,5754224793130,Crane,Gandhinagar,Palanpur,Bhiladi
2655,GJ01JT6644,350284942987716,350776872987715,8991102406341540000,5754224809075,patrol vehicle,Gandhinagar,Palanpur,Bhiladi
2656,TN63AR4752,350284942932373,350776872932372,8991102406391670000,5754228290516,crane,Chennai,Villupuram,Enamkariyanandal
2657,TN25CL1303,350284942932183,350776872932182,8991102406391670000,5754228290518,patrol vehicle,Chennai,Villupuram,Enamkariyanandal
2658,AP39UM6212,350284942908670,350776872908679,8991102406391670000,5754228290512,ambulance,Chennai,Villupuram,Enamkariyanandal
2659,TN91W8580,350284942986833,350776872986832,8991102406391670000,5754228290519,crane,Chennai,Villupuram,Thennamadevi
2660,TN25CL1255,350284942932340,350776872932349,8991102406391670000,5754228290510,patrol vehicle,Chennai,Villupuram,Thennamadevi
2661,AP39UM6218,350284942988052,350776872988051,8991102406391670000,5754228290513,ambulance,Chennai,Villupuram,Thennamadevi
2662,RJ11PA7115,350284942986791,350776872986790,8991102406391560000,5754228280234,ambulance,Delhi,Baghpat,Amipur Baleni
2663,GJ20X3345,350284942986676,350776872986675,8991102305884130000,5754204206048,patrol vehicle,Bhopal,Ratlam,Bhuteda-Entry Exit Toll Plaza
2664,GJ06HK0013,350284942987724,350776872987723,8991102305884190000,5754205352150,crane,Bhopal,Ratlam,Bhuteda-Entry Exit Toll Plaza
2665,GJ18GB1971,350284942986361,350776872986360,8991102305884230000,5754205228733,ambulance,Bhopal,Ratlam,Bhuteda-Entry Exit Toll Plaza
2666,UP23T8772,350284942985686,350776872985685,8991102406351380000,5754226677774,Ambulance,Lucknow-UP West,Agra,Madrak
2667,RJ11PA6729,350284942988474,350776872988473,8991102406368010000,5754226698939,ambulance,Nagpur,Dhule,Bardipada
2668,RJ11PA6572,350284942950771,350776872950770,8991102406367900584u,5754226687623,ambulance,Bhubaneswar,Sambalpur,Nunmath
2669,RJ11PA6566,350284942985827,350776872985826,8991102406391562152u,5754228279616,ambulance,Bhubaneswar,Sambalpur,Rangamatia
2670,GJ20X4178,350284942988680,350776872988689,8991102506487360000,5754228804740,patrol vehicle,Gandhinagar,Ekta Nagar,Mandava
2671,GJ16G1249,350284942988037,350776872988036,8991102506487360000,5754228804737,ambulance,Gandhinagar,Surat,DahegamToll Plaza
2672,GJ16AV5592,350284942988151,350776872988150,8991102506487360000,5754228804738,patrol vehicle,Gandhinagar,Surat,DahegamToll Plaza
2673,GJ16BS3608,350284942988516,350776872988515,8991102506487360000,5754228804739,crane,Gandhinagar,Surat,DahegamToll Plaza
2674,T0725UP6508E,350284942992443,350776872992442,8991102305867330000,5754218158347,Ambulance,Patna,Darbhanga,Maithi
2675,RJ11PA6686,350284942984374,350776872984373,8991102406341460000,5754224801426,ambulance,Thiruvanthapuram,Cochin,Devikulam
2676,GJ24X0706,350284942991585,350776872991584,8991102506487360000,5754228804741,patrol vehicle,Gandhinagar,Godhra,Samiyala Toll Plaza
2677,GJ17XX1984,350284942992328,350776872992327,8991102506487360000,5754228804742,patrol vehicle,Gandhinagar,Ahmedabad,Nadiad
2678,GJ06DH0039,350284942913209,350776872913208,8991102506487360000,5754228804735,crane,Gandhinagar,Ekta Nagar,Mandava
2679,MC1E4GGA0TP002811,350284942990660,350776872990669,,,ambulance,Vijayawada,Tirupati,Rajampeta
2680,MC1E4GGA9TP002788,350284942992484,350776872992483,,,Ambulance,Bhubaneswar,Chandikhole,Bhagada Narayanpur
2681,T0725UP5895E,350284942995115,350776872995114,8991102406391530000,5754228277253,Ambulance,Bhubaneswar,Sambalpur,Hatibari
2682,RJ11PA6740,350284942983053,350776872983052,8991102406391630000,5754228286995,ambulance,Gandhinagar,Ekta Nagar,Vasna
2683,RJ11PA7082,350284942929486,350776872929485,,,ambulance,Gandhinagar,Rajkot,Amreli Chavan
2684,RJ27PB7643,350284942995164,350776872995163,8991102506487360000,5754228804736,ambulance,Gandhinagar,Surat,Ena Toll Plaza
2685,RJ09GB5552,350284942992435,350776872992434,8991102406341410000,5754224797001,crane,Gandhinagar,Surat,Ena Toll Plaza
2686,GJ19Y2693,350284942990785,350776872990784,8991102406340380000,5754224793128,patrol vehicle,Gandhinagar,Surat,Ena Toll Plaza
2687,RJ11PA6856,350284942990884,350776872990883,8991102406391560000,5754228279642,ambulance,Bangalore,Honnavar,Holegadde
2688,KA47A1367,350284942992336,350776872992335,8991102406391560000,5754228279648,patrol vehicle,Bangalore,Honnavar,Hattikeri
2689,KA20MD1065,350284942929593,350776872929592,8991102406391560000,5754228279646,crane,Bangalore,Honnavar,Hattikeri
2690,KA47A1368,350284942990918,350776872990917,8991102405991100000,5754223084667,patrol vehicle,Bangalore,Honnavar,Holegadde
2691,KA47A1370,350284942990942,350776872990941,8991102406391560000,5754228279643,patrol vehicle,Bangalore,Honnavar,Shirur
2692,KA20MD1173,350284942933827,350776872933826,8991102406391560000,5754228279637,crane,Bangalore,Honnavar,Shirur
2693,KA47A1588,350284942984002,350776872984001,8991102405991110000,5754223084693,ambulance,Bangalore,Honnavar,Holegadde
2694,KA47A1507,350284942770443,350776872770442,8991102406391560000,5754228279644,ambulance,Bangalore,Honnavar,Hattikeri
2695,KA47M9378,350284942934171,350776872934170,8991102405991100000,5754223084668,crane,Bangalore,Honnavar,Holegadde
2696,KA47A1513,350284942933678,350776872933677,8991102406391560000,5754228279638,ambulance,Bangalore,Honnavar,Shirur
2697,TN07CS2250,350284942932746,350776872932745,8991102406391670000,5754228290537,ambulance,Chennai,Krishnagiri,Kadhavani-Karapattu TP
2698,TN29CA9360,350284942907714,350776872907713,,,patrol vehicle,Chennai,Salem,Palayam-Dharmapuri
2699,GJ20AQ5403,350284942933769,350776872933768,8991102406391630000,5754228287050,patrol vehicle,Gandhinagar,Godhra,Limdi
2700,TN07AS9912,350284942907573,350776872907572,8991102406391670000,5754228290508,crane,Chennai,Salem,Omallur
2701,MH04KU8394,350284942934197,350776872934196,8991102406391630000,5754228286985,ambulance,Gandhinagar,Godhra,Limdi
2702,TN30AF9135,350284942409109,350776872409108,8991102406391670000,5754228290525,crane,Chennai,Salem,Omallur
2703,TS17T8953,350284942907318,350776872907317,8991102506487360000,5754228804961,ambulance,Bangalore,Ramanagra/Mysore,Sheshagirihalli Toll Plaza
2704,HR55AJ3905,350284942981859,350776872981858,8991102406391670000,5754228290597,ambulance,Chennai,Coimbatore,Kaniyur
2705,RJ22GB5671,350284942910593,350776872910592,8991102506487360000,5754228804728,patrol vehicle,Jaipur,Jodhpur,Birami
2706,RJ14EB3765,350284942910411,350776872910410,8991102506487360000,5754228804727,crane,Jaipur,Jodhpur,Birami
2707,KA42B4986,350284942934395,350776872934394,8991102506487360000,5754228804962,patrol vehicle,Bangalore,Ramanagra/Mysore,Sheshagirihalli Toll Plaza
2708,KA42N9802,350284942906609,350776872906608,8991102506487360000,5754228804954,crane,Bangalore,Ramanagra/Mysore,Gananguru TP
